no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,debt_to_income,total_assets,assets_to_loan
2,0,0,2100000,5100000,12,674,2200000,3200000,6400000,2400000,1,2.4285702721093942,14200000,2.7843131795464355
1,0,1,8000000,28100000,18,725,1900000,12800000,23000000,7500000,1,3.5124995609375547,45200000,1.6085408680234567
2,0,0,8000000,29300000,4,600,16500000,13200000,29400000,6500000,1,3.662499542187557,65600000,2.238907773416117
0,0,1,9400000,27000000,10,536,4400000,1700000,33800000,4800000,0,2.872340119963817,44700000,1.6555554942386854
0,1,0,8400000,20600000,10,477,1500000,1500000,25000000,11900000,0,2.4523806604308738,39900000,1.9368931098595579
1,0,1,1900000,5000000,6,560,1000000,1900000,6300000,1400000,1,2.6315775623275988,10600000,2.119999576000085
0,0,1,4200000,16400000,20,539,9500000,2100000,11400000,3100000,0,3.9047609750569108,26100000,1.5914633175937
5,1,0,2600000,9100000,8,852,3700000,700000,10300000,3300000,1,3.4999986538466716,18000000,1.9780217606569495
3,0,0,3700000,8500000,20,853,8300000,5700000,7500000,4900000,1,2.2972966764063036,26400000,3.1058819875432957
0,1,0,8800000,30900000,12,729,1700000,700000,25700000,11400000,1,3.5113632373450865,39500000,1.278317110734074
2,0,0,2100000,4700000,2,546,6000000,3200000,5700000,1500000,0,2.2380941723361083,16400000,3.4893609597104343
3,1,1,900000,2400000,10,489,800000,0,2800000,500000,0,2.666663703706996,4100000,1.7083326215280743
3,1,1,9800000,35400000,6,869,14400000,16400000,22800000,10300000,1,3.612244529362803,63900000,1.8050846947716188
2,0,0,8000000,20000000,2,502,4100000,2200000,31600000,9900000,0,2.499999687500039,47800000,2.389999880500006
0,1,0,9800000,38800000,8,652,23200000,19000000,29700000,5400000,1,3.959183269471095,77300000,1.9922679898900002
0,0,1,300000,1100000,8,789,400000,100000,800000,400000,1,3.666654444485185,1700000,1.545453140497145
4,0,0,2700000,8100000,4,325,5000000,800000,9900000,3400000,1,2.9999988888893006,19100000,2.358024400243901
3,1,1,7400000,19600000,2,716,4100000,8900000,29100000,4200000,1,2.648648290723204,46300000,2.3622447774364908
3,1,0,9200000,34300000,18,523,25600000,4000000,29100000,8800000,0,3.728260464319515,67500000,1.9679299717804672
5,0,0,9500000,22200000,20,352,24500000,0,30800000,7000000,0,2.3368418592798044,62300000,2.806306179896118
5,1,1,3800000,14400000,2,345,3300000,800000,13000000,4700000,1,3.7894726869808717,21800000,1.5138887837577233
0,1,0,8300000,19400000,18,649,2500000,16100000,24300000,11300000,1,2.3373491159820343,54200000,2.793814288978645
2,1,1,2800000,7400000,18,666,100000,2300000,6300000,3400000,1,2.642856198979929,12100000,1.6351349141709575
0,1,0,8600000,20900000,10,813,11300000,11900000,26000000,4800000,1,2.4302322755543866,54000000,2.5837319337927305
0,0,0,5400000,16800000,10,599,5300000,7400000,14500000,7600000,1,3.1111105349795305,34800000,2.071428448129259
5,1,1,4200000,9400000,6,678,4700000,5500000,9900000,5700000,1,2.238094705215546,25800000,2.7446805590765364
5,0,0,5200000,12200000,20,513,13400000,2000000,16800000,5400000,0,2.346153394970501,37600000,3.0819669604945115
5,1,0,9400000,27900000,4,870,1100000,200000,29500000,10400000,1,2.9680847906292778,41200000,1.47670245603217
3,1,0,8800000,20400000,8,483,3200000,11400000,28200000,11800000,0,2.318181554752096,54600000,2.676470457035762
1,1,1,5900000,16700000,16,308,5800000,8800000,19100000,5300000,0,2.8305079948291536,39000000,2.3353292014772933
3,1,1,1700000,4900000,16,591,4700000,1000000,4300000,1400000,1,2.882351245675738,11400000,2.326530137442829
1,0,0,7000000,23000000,10,886,14000000,3700000,26700000,3600000,1,3.2857138163265978,48000000,2.0869564310018944
4,0,0,1700000,4000000,6,829,0,1600000,5200000,1700000,1,2.3529397923883573,8500000,2.124999468750133
0,0,0,1500000,4900000,12,651,1600000,2800000,4600000,800000,1,3.2666644888903407,9800000,1.999999591836818
4,0,0,2000000,4700000,18,733,3700000,3700000,7000000,2800000,1,2.3499988250005877,17200000,3.6595736894524067
5,1,1,3900000,15500000,12,433,9500000,5400000,7900000,4600000,0,3.974357955292832,27400000,1.7677418214360114
1,1,1,900000,3600000,14,713,1300000,1000000,1800000,1200000,1,3.999995555560494,5300000,1.4722218132717186
1,1,0,6900000,22500000,18,403,800000,8400000,16900000,6300000,0,3.2608690926276678,32400000,1.4399999360000029
0,1,1,2800000,7800000,10,405,7800000,2500000,7100000,3400000,0,2.7857132908166817,20800000,2.6666663247863687
3,1,1,6800000,19900000,10,516,16000000,6000000,26000000,8500000,0,2.9264701578720356,56500000,2.83919583722634
4,0,1,600000,1800000,8,417,1700000,700000,1800000,800000,0,2.9999950000083335,5000000,2.7777762345687584
1,0,0,4700000,14000000,6,468,11300000,1800000,10600000,4600000,0,2.978722770484517,28300000,2.0214284270408265
5,1,1,3000000,11800000,10,672,8700000,3600000,9800000,4100000,1,3.9333320222226593,26200000,2.2203387948865427
5,0,0,4000000,13900000,6,530,6000000,5600000,12500000,6000000,0,3.4749991312502173,30100000,2.165467470110254
1,0,1,3100000,11300000,14,824,3700000,6000000,11000000,4400000,1,3.6451601144644794,25100000,2.221238741483297
1,0,1,7700000,25500000,12,549,18100000,10600000,20500000,7000000,0,3.3116878815989765,56200000,2.2039214821991577
5,0,1,4300000,9300000,10,450,2100000,6700000,10000000,4100000,0,2.1627901946999546,22900000,2.4623653266273844
1,1,1,5800000,19500000,20,431,13800000,5000000,15600000,3300000,0,3.3620683858502782,37700000,1.9333332341880394
3,1,1,3600000,10700000,16,312,2300000,1600000,13100000,5200000,0,2.9722213966051676,22200000,2.0747661612368073
0,0,1,2900000,7600000,8,320,8000000,5600000,9600000,3100000,0,2.6206887514866373,26300000,3.4605258604571234
0,1,0,8800000,20200000,4,433,16000000,4200000,30500000,12400000,0,2.2954542846074677,63100000,3.1237622215959298
1,0,1,300000,1000000,10,431,400000,500000,900000,100000,0,3.3333222222592593,1900000,1.8999981000019
5,0,1,8600000,28900000,8,516,9900000,1800000,30200000,6800000,0,3.3604647255273576,48700000,1.6851210489577493
2,0,1,3500000,12000000,14,476,1100000,6800000,12400000,2900000,0,3.4285704489798716,23200000,1.9333331722222356
5,1,0,800000,2600000,6,560,100000,200000,3000000,1000000,1,3.249995937505078,4300000,1.653845517751724
2,1,0,8000000,27100000,12,674,14400000,400000,25300000,6400000,1,3.387499576562553,46500000,1.7158670953554578
0,0,1,9900000,38200000,6,573,17200000,10000000,20100000,5900000,1,3.8585854688297507,53200000,1.39267012061073
2,0,0,3300000,6600000,6,331,6300000,2000000,8900000,2700000,0,1.9999993939395775,19900000,3.0151510583104457
4,1,1,2000000,6700000,12,633,100000,800000,4800000,2000000,1,3.3499983250008376,7700000,1.1492535598129014
3,0,0,4900000,12900000,18,877,1800000,7000000,17900000,3300000,1,2.6326525239484644,30000000,2.3255812150712236
5,0,1,9200000,23600000,12,656,1400000,11200000,36400000,4900000,1,2.5652171124764007,53900000,2.283898208309398
0,0,0,7500000,18200000,6,782,7400000,12000000,19800000,4100000,1,2.426666343111154,43300000,2.379120748399959
5,0,0,9000000,29300000,4,531,10400000,9500000,35500000,5800000,1,3.2555551938272007,61200000,2.0887371300772313
3,0,0,1400000,4100000,8,455,3000000,1400000,2900000,2100000,0,2.9285693367361882,9400000,2.292682367638447
3,1,0,9600000,19900000,14,452,4200000,16200000,28500000,6600000,0,2.07291645073787,55500000,2.7889445834701214
2,1,0,8400000,33200000,14,474,19600000,15000000,25400000,11500000,0,3.9523804818594663,71500000,2.153614392963422
3,0,0,6400000,24400000,4,483,7800000,2400000,19100000,4500000,1,3.812499404296968,33800000,1.3852458448669736
4,1,0,5900000,16800000,8,481,6900000,11400000,19500000,3300000,0,2.8474571444987893,41100000,2.4464284258078317
2,1,1,2200000,5100000,20,859,3800000,1200000,6400000,3100000,1,2.318180764463289,14500000,2.843136697424177
4,1,1,5600000,14100000,14,696,9000000,9200000,16500000,6800000,1,2.5178566932398763,41500000,2.9432622026055175
4,0,0,9800000,28700000,6,778,16600000,7400000,29700000,11100000,1,2.92857112973764,64800000,2.2578396425839844
4,1,0,4400000,14600000,4,499,1300000,6500000,16100000,5700000,1,3.318181064049758,29600000,2.027397121411156
2,0,1,2400000,4900000,4,888,6400000,4300000,5100000,3400000,1,2.0416658159725767,19200000,3.918366547272133
1,1,0,4400000,10800000,12,674,9600000,2700000,17200000,5300000,1,2.4545448966943417,34800000,3.2222219238683403
4,1,0,3700000,13200000,4,802,9800000,2400000,12500000,4300000,1,3.5675666033603775,29000000,2.1969695305326113
4,0,1,2300000,7800000,8,540,1500000,3400000,4700000,2800000,0,3.391302873346577,12400000,1.5897433859303352
4,1,1,5900000,19600000,8,726,17400000,6800000,20100000,8000000,1,3.3220333352485873,52300000,2.6683672107975913
4,0,1,6400000,23500000,2,485,7300000,2700000,23600000,3900000,1,3.671874426269621,37500000,1.5957446129470378
4,1,1,4900000,17100000,6,612,1300000,7000000,19500000,5000000,1,3.4897952061642434,32800000,1.9181285427995005
3,0,1,9500000,24200000,8,879,3100000,17200000,26400000,12700000,1,2.5473681529086156,59400000,2.4545453531179606
2,0,0,5700000,16400000,12,708,3700000,800000,15000000,4400000,1,2.87719247768553,23900000,1.45731698430994
2,0,1,2700000,5700000,8,850,3500000,5000000,10500000,3900000,1,2.1111103292183966,22900000,4.01754315481699
2,0,1,3900000,11300000,12,516,3100000,0,10400000,4600000,0,2.8974351545038064,18100000,1.6017697697548876
0,0,0,7800000,28800000,12,465,4700000,7500000,28800000,7400000,0,3.692307218934972,48400000,1.6805554972029342
0,1,0,1100000,3200000,20,716,1800000,1400000,3600000,1500000,1,2.9090882644652143,8300000,2.593749189453378
4,0,0,200000,600000,10,404,0,100000,400000,0,0,2.9999850000749997,500000,0.8333319444467593
0,0,1,4700000,10600000,20,512,8400000,4000000,12300000,7000000,0,2.2553186690811344,31700000,2.990565755607004
3,0,1,8200000,20600000,10,441,16100000,11400000,29100000,6100000,0,2.512194815585998,62700000,3.043689172636448
2,0,1,4600000,18400000,2,555,7700000,2400000,14200000,4200000,1,3.9999991304349716,28500000,1.5489129592982087
5,0,0,1800000,7000000,18,466,2600000,2100000,6000000,1900000,0,3.888886728396262,12600000,1.7999997428571797
3,1,1,3200000,8600000,2,427,3900000,1800000,7100000,4700000,0,2.6874991601565124,17500000,2.034883484315874
4,0,1,5500000,20000000,14,593,15100000,2700000,19900000,4900000,1,3.636362975206732,42600000,2.1299998935000053
3,1,0,7900000,18300000,10,731,4200000,3400000,22200000,8400000,1,2.3164554029803286,38200000,2.0874315799217715
1,1,1,4000000,10100000,16,451,7000000,3900000,14300000,3900000,0,2.5249993687501577,29100000,2.8811878335457592
3,0,1,6800000,16900000,18,628,3600000,900000,15600000,4900000,1,2.4852937521626837,25000000,1.4792898532964585
1,0,0,2700000,9400000,18,704,5300000,2300000,6400000,2400000,1,3.481480192044373,16400000,1.7446806654595037
2,0,0,6800000,23500000,12,341,19300000,11800000,14300000,8500000,0,3.455881844723258,53900000,2.2936169236758754
5,1,0,8600000,21000000,8,465,11700000,14900000,19500000,9900000,0,2.441860181179049,56000000,2.6666665396825455
4,1,0,8000000,30100000,4,431,11900000,13800000,18800000,11500000,1,3.7624995296875587,56000000,1.8604650544695995
1,1,1,3700000,12600000,10,424,5400000,1100000,14200000,4400000,0,3.405404485025815,25100000,1.9920633339632274
0,1,0,2600000,5100000,14,678,500000,1200000,6000000,3100000,1,1.961537707100882,10800000,2.117646643598697
4,1,0,4200000,16800000,6,381,9600000,3800000,14800000,5900000,0,3.999999047619274,34100000,2.029761783942751
5,1,1,8000000,28000000,10,449,18500000,1500000,17400000,3900000,0,3.499999562500055,41300000,1.4749999473214304
1,0,0,7100000,23500000,12,768,6400000,12100000,22400000,7300000,1,3.309858688752297,48200000,2.051063742507926
0,0,0,2000000,7000000,6,666,0,1200000,4300000,1400000,0,3.499998250000875,6900000,0.9857141448979793
4,0,1,5800000,13300000,14,742,16100000,9300000,16300000,7000000,1,2.2931030529132665,48700000,3.6616538600260258
3,0,1,6700000,15800000,4,445,10500000,7600000,14100000,9100000,0,2.3582086032524474,41300000,2.6139238851946907
2,1,0,7300000,28700000,14,634,5900000,3800000,21200000,10800000,1,3.9315063107525603,41700000,1.452961621848027
4,0,0,3300000,9700000,14,782,2500000,0,10400000,2200000,1,2.939393048668773,15100000,1.5567008704432093
0,1,0,3000000,7000000,10,781,7200000,600000,11700000,2700000,1,2.3333325555558146,22200000,3.1714281183674116
4,0,0,7900000,17200000,14,318,14200000,9500000,23200000,9000000,0,2.1772149142765933,55900000,3.2499998110465227
5,0,0,7600000,24100000,18,721,21900000,11500000,22900000,7200000,1,3.171052214335235,63500000,2.6348546624541633
5,0,0,3700000,9800000,4,563,9500000,5100000,11200000,3000000,1,2.648647932797856,28800000,2.93877521032906
2,0,0,8400000,26300000,4,419,22900000,7900000,29200000,6200000,1,3.130952008219999,66200000,2.5171101704520846
0,1,1,8200000,20800000,14,372,3800000,100000,26100000,5200000,0,2.5365850565140176,35200000,1.6923076109467494
0,0,0,2900000,9500000,18,885,4300000,2300000,6500000,3500000,1,3.2758609393582967,16600000,1.747368237119133
1,0,1,9900000,38400000,12,596,10000000,9300000,36500000,6800000,1,3.878787486991163,62600000,1.6302082908799924
0,1,0,4400000,14100000,2,349,3300000,1300000,8800000,6200000,1,3.2045447262398348,19600000,1.3900708233992325
1,0,1,9000000,32200000,16,468,4500000,16400000,28600000,10900000,0,3.5777773802469577,60400000,1.8757763392616045
3,0,1,6800000,26900000,16,818,14700000,10400000,26300000,7300000,1,3.955881771193857,58700000,2.1821560527079535
2,0,0,8700000,28000000,12,543,16900000,6000000,22900000,6700000,0,3.218390434667766,52500000,1.8749999330357168
3,1,0,9400000,21900000,16,685,8100000,5600000,34500000,5000000,1,2.329786986192874,53200000,2.429223633368784
3,0,1,6000000,12500000,18,851,14600000,5000000,16800000,5000000,1,2.083332986111169,41400000,3.311999735040021
1,0,1,9400000,29800000,10,377,24100000,18500000,30900000,11700000,0,3.1702124287008053,85200000,2.8590603067429425
0,0,1,1000000,4000000,10,620,2400000,1300000,3700000,1100000,1,3.999996000004,8500000,2.124999468750133
3,1,1,900000,2300000,20,611,600000,1500000,1900000,500000,1,2.5555527160525378,4500000,1.956520888469179
4,0,0,2100000,7700000,4,767,1200000,1700000,6900000,1300000,1,3.666664920635752,11100000,1.4415582543430838
5,1,1,1100000,3200000,20,592,3200000,700000,3500000,500000,1,2.9090882644652143,7900000,2.468749228515866
0,1,1,600000,2300000,4,319,1600000,800000,2300000,700000,1,3.8333269444550924,5400000,2.347825066163015
4,0,1,9200000,25500000,10,900,9400000,10500000,27400000,12800000,1,2.771738829158823,60100000,2.356862652672053
2,0,1,3600000,12800000,18,814,8600000,4100000,10300000,4100000,1,3.555554567901509,27100000,2.1171873345947394
5,0,1,1300000,5000000,10,755,2100000,2200000,4800000,1900000,1,3.8461508875762402,11000000,2.199999560000088
5,1,1,7700000,16800000,20,584,8600000,4800000,23400000,8000000,1,2.181817898465208,44800000,2.6666665079365175
4,1,1,9500000,23500000,14,380,22900000,6700000,25100000,7300000,0,2.4736839501385317,62000000,2.6382977600724358
2,0,1,5000000,17600000,20,465,6200000,5200000,16500000,5200000,0,3.5199992960001407,33100000,1.8806817113249028
0,0,0,500000,1800000,2,531,1300000,500000,1900000,700000,1,3.5999928000144,4400000,2.4444430864205073
1,1,1,8300000,32100000,16,814,18500000,2700000,28900000,7500000,1,3.867469413557902,57600000,1.7943924674644092
0,1,0,5300000,17900000,6,678,4700000,3900000,14400000,3600000,1,3.3773578533287067,26600000,1.486033436534445
2,0,1,9300000,29000000,12,655,7900000,6800000,29900000,4900000,1,3.1182792345936305,49500000,1.7068964928656383
3,0,0,2300000,7400000,2,682,6500000,2400000,7600000,2100000,1,3.2173899054826496,18600000,2.5135131738495713
1,0,0,400000,1300000,6,695,200000,500000,800000,100000,1,3.2499918750203123,1600000,1.230768284024397
3,0,0,3200000,10800000,4,833,2600000,1000000,8700000,2600000,1,3.3749989453128295,14900000,1.3796295018861573
5,0,1,9400000,35300000,16,302,4100000,12500000,37000000,12900000,0,3.7553187494341755,66500000,1.8838526378512002
1,1,0,2300000,6600000,2,357,5900000,200000,6000000,2200000,0,2.869563969754796,14300000,2.1666663383838882
5,0,0,4300000,14500000,12,302,12500000,4300000,12500000,5100000,0,3.3720922390483166,34400000,2.3724136294887153
0,1,1,6200000,22400000,18,873,15700000,6600000,15800000,8200000,1,3.612902643080219,46300000,2.0669641934390985
0,0,1,7200000,19800000,12,658,12700000,8100000,25000000,7300000,1,2.7499996180556088,53100000,2.681818046372826
5,1,1,2400000,8700000,18,877,2800000,2900000,7100000,1100000,1,3.624998489583963,13900000,1.5977009657814982
3,0,0,2900000,6300000,8,648,3400000,3400000,7600000,1400000,1,2.172413043995502,15800000,2.507936109851411
1,1,0,1400000,5200000,12,730,2900000,0,3700000,700000,1,3.714283061226385,7300000,1.4038458838757915
4,0,1,2200000,8200000,14,737,5800000,2800000,8200000,1400000,1,3.727271033058621,18200000,2.2195119244497654
2,1,1,800000,3200000,10,584,0,200000,2100000,700000,0,3.99999500000625,3000000,0.9374997070313416
0,1,0,600000,1700000,2,621,400000,400000,2000000,200000,1,2.8333286111189815,3000000,1.764704844291268
4,1,1,700000,2700000,16,583,1100000,1200000,1400000,300000,1,3.8571373469466472,4000000,1.4814809327848397
2,0,0,8400000,25900000,16,621,8600000,13400000,33500000,4200000,1,3.083332966269885,59700000,2.305019216022424
2,0,0,7100000,21500000,16,610,5800000,12100000,14200000,9300000,1,3.028168587581889,41400000,1.925581305786916
4,1,0,5400000,15700000,18,452,13700000,2600000,16500000,6600000,0,2.907406868998728,39400000,2.509553980283186
5,1,0,3700000,7300000,18,339,9300000,100000,13900000,5300000,0,1.9729724397371784,28600000,3.917807682492098
3,1,1,5200000,15200000,16,650,1300000,5700000,13500000,4100000,1,2.9230763609468537,24600000,1.6184209461565167
4,0,1,200000,700000,10,672,200000,200000,300000,300000,1,3.4999825000874996,1000000,1.4285693877580175
3,1,0,500000,1000000,20,501,800000,800000,900000,200000,0,1.999996000008,2700000,2.6999973000027
2,0,1,1800000,5700000,4,809,1200000,1900000,6300000,2400000,1,3.166664907408385,11800000,2.0701750754078816
5,1,1,9200000,29400000,8,318,18000000,5900000,33800000,5400000,0,3.195651826559584,63100000,2.146258430399373
4,0,0,900000,3300000,10,649,0,400000,1800000,1200000,1,3.6666625925971195,3400000,1.0303027180900854
3,0,0,7500000,28300000,12,367,9200000,11300000,22700000,7000000,0,3.7733328302222895,50200000,1.7738515274257411
5,0,0,3000000,11800000,6,847,8200000,2200000,7100000,2300000,1,3.9333320222226593,19800000,1.6779659594944103
